locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKCPCKJH_01464	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
EKCPCKJH_01465	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
EKCPCKJH_01466	CDS	456				hypothetical protein
EKCPCKJH_01467	CDS	495				hypothetical protein
EKCPCKJH_01468	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
EKCPCKJH_01469	CDS	1833				hypothetical protein
EKCPCKJH_01470	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
EKCPCKJH_01471	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
EKCPCKJH_01472	CDS	939	hdfR_1			HTH-type transcriptional regulator HdfR
EKCPCKJH_01473	CDS	165				hypothetical protein
EKCPCKJH_01474	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
EKCPCKJH_01475	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
EKCPCKJH_01476	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
EKCPCKJH_01477	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
EKCPCKJH_01478	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
EKCPCKJH_01479	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
EKCPCKJH_01480	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
EKCPCKJH_01481	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
EKCPCKJH_01482	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
EKCPCKJH_01483	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
EKCPCKJH_01484	CDS	1842	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
EKCPCKJH_01485	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
EKCPCKJH_01486	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
EKCPCKJH_01487	CDS	504	yfbM			Protein YfbM
EKCPCKJH_01488	CDS	1218	elaD	3.4.22.-		Protease ElaD
EKCPCKJH_01489	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
EKCPCKJH_01490	CDS	462	elaA		COG2153	Protein ElaA
EKCPCKJH_01491	CDS	306	elaB		COG4575	Protein ElaB
EKCPCKJH_01492	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
EKCPCKJH_01493	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
EKCPCKJH_01494	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EKCPCKJH_01495	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
EKCPCKJH_01496	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
EKCPCKJH_01497	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
EKCPCKJH_01498	CDS	267	pmrD			Signal transduction protein PmrD
EKCPCKJH_01499	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
EKCPCKJH_01500	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
EKCPCKJH_01501	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
EKCPCKJH_01502	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
EKCPCKJH_01503	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
EKCPCKJH_01504	CDS	969	arnC_3	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EKCPCKJH_01505	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
EKCPCKJH_01506	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
EKCPCKJH_01507	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
EKCPCKJH_01508	CDS	543				hypothetical protein
EKCPCKJH_01509	CDS	1203	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
EKCPCKJH_01510	CDS	390	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
EKCPCKJH_01511	CDS	903				ISNCY family transposase ISSen7
EKCPCKJH_01512	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
EKCPCKJH_01513	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
EKCPCKJH_01514	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
EKCPCKJH_01515	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
EKCPCKJH_01516	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
EKCPCKJH_01517	CDS	207				hypothetical protein
EKCPCKJH_01518	CDS	651	inaA			Protein InaA
EKCPCKJH_01519	CDS	255				hypothetical protein
EKCPCKJH_01520	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
EKCPCKJH_01521	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
EKCPCKJH_01522	CDS	3735	yfaL		COG3468	putative autotransporter YfaL
EKCPCKJH_01523	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
EKCPCKJH_01524	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
EKCPCKJH_01525	CDS	1689				hypothetical protein
EKCPCKJH_01526	CDS	624				hypothetical protein
EKCPCKJH_01527	CDS	4395				hypothetical protein
EKCPCKJH_01528	CDS	1650				hypothetical protein
EKCPCKJH_01529	CDS	777				hypothetical protein
EKCPCKJH_01530	CDS	1185	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
EKCPCKJH_01531	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
EKCPCKJH_01532	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
EKCPCKJH_01533	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
EKCPCKJH_01534	CDS	1386	atoC		COG2204	Regulatory protein AtoC
EKCPCKJH_01535	CDS	1827	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
EKCPCKJH_01536	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
EKCPCKJH_01537	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
EKCPCKJH_01538	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
EKCPCKJH_01539	CDS	1104	ompC		COG3203	Outer membrane protein C
EKCPCKJH_01540	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
EKCPCKJH_01541	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
EKCPCKJH_01542	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
EKCPCKJH_01543	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
EKCPCKJH_01544	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
EKCPCKJH_01545	CDS	981				IS110 family transposase IS621
EKCPCKJH_01546	CDS	489	eco		COG4574	Ecotin
EKCPCKJH_01547	CDS	165				hypothetical protein
EKCPCKJH_01548	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
EKCPCKJH_01549	CDS	264	napD		COG3062	Chaperone NapD
EKCPCKJH_01550	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
EKCPCKJH_01551	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
EKCPCKJH_01552	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
EKCPCKJH_01553	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
EKCPCKJH_01554	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
EKCPCKJH_01555	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
EKCPCKJH_01556	CDS	663	ccmB		COG2386	Heme exporter protein B
EKCPCKJH_01557	CDS	738	ccmC		COG0755	Heme exporter protein C
EKCPCKJH_01558	CDS	210	ccmD		COG3114	Heme exporter protein D
EKCPCKJH_01559	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
EKCPCKJH_01560	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
EKCPCKJH_01561	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
EKCPCKJH_01562	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
EKCPCKJH_01563	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
EKCPCKJH_01564	CDS	2367				putative autotransporter
EKCPCKJH_01565	tRNA	77				tRNA-Pro(ggg)
EKCPCKJH_01566	CDS	1761	yejM		COG3083	Inner membrane protein YejM
EKCPCKJH_01567	CDS	228				hypothetical protein
EKCPCKJH_01568	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
EKCPCKJH_01569	CDS	285	rplY		COG1825	50S ribosomal protein L25
EKCPCKJH_01570	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
EKCPCKJH_01571	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
EKCPCKJH_01572	CDS	1191	bcr			Bicyclomycin resistance protein
EKCPCKJH_01573	CDS	345	yejG			putative protein YejG
EKCPCKJH_01574	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
EKCPCKJH_01575	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
EKCPCKJH_01576	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
EKCPCKJH_01577	CDS	1815				hypothetical protein
EKCPCKJH_01578	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
EKCPCKJH_01579	CDS	567	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
EKCPCKJH_01580	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
EKCPCKJH_01581	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
EKCPCKJH_01582	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
EKCPCKJH_01583	CDS	573	yeiP		COG0231	Elongation factor P-like protein
EKCPCKJH_01584	CDS	255				hypothetical protein
EKCPCKJH_01585	CDS	1182	setB			Sugar efflux transporter B
EKCPCKJH_01586	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
EKCPCKJH_01587	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
EKCPCKJH_01588	CDS	1692	fruA		COG1299	PTS system fructose-specific EIIB'BC component
EKCPCKJH_01589	CDS	942	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
EKCPCKJH_01590	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
EKCPCKJH_01591	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
EKCPCKJH_01592	CDS	699	yeiL		COG0664	Regulatory protein YeiL
EKCPCKJH_01593	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
EKCPCKJH_01594	CDS	1251	nupX		COG1972	Putative nucleoside permease NupX
EKCPCKJH_01595	CDS	1089	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
EKCPCKJH_01596	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
EKCPCKJH_01597	CDS	1050				hypothetical protein
EKCPCKJH_01598	CDS	807	cysL		COG0583	HTH-type transcriptional regulator CysL
EKCPCKJH_01599	CDS	1470	lysP		COG0833	Lysine-specific permease
EKCPCKJH_01600	CDS	1992	cirA		COG4771	Colicin I receptor
EKCPCKJH_01601	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
EKCPCKJH_01602	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
EKCPCKJH_01603	CDS	1158				hypothetical protein
EKCPCKJH_01604	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
EKCPCKJH_01605	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
EKCPCKJH_01606	CDS	1521	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
EKCPCKJH_01607	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
EKCPCKJH_01608	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
EKCPCKJH_01609	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
EKCPCKJH_01610	CDS	240				hypothetical protein
EKCPCKJH_01611	CDS	720				hypothetical protein
EKCPCKJH_01612	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
EKCPCKJH_01613	CDS	696	yohK		COG1346	Inner membrane protein YohK
EKCPCKJH_01614	CDS	399				hypothetical protein
EKCPCKJH_01615	CDS	948	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
EKCPCKJH_01616	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
EKCPCKJH_01617	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
EKCPCKJH_01618	CDS	579	yohD		COG0586	Inner membrane protein YohD
EKCPCKJH_01619	CDS	588	yohC			Inner membrane protein YohC
EKCPCKJH_01620	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
EKCPCKJH_01621	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
EKCPCKJH_01622	CDS	2268		3.2.1.-		Beta-xylosidase
EKCPCKJH_01623	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
EKCPCKJH_01624	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
EKCPCKJH_01625	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
EKCPCKJH_01626	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
EKCPCKJH_01627	CDS	108				hypothetical protein
EKCPCKJH_01628	CDS	732	mlrA		COG0789	HTH-type transcriptional regulator MlrA
EKCPCKJH_01629	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
EKCPCKJH_01630	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
EKCPCKJH_01631	CDS	471				hypothetical protein
EKCPCKJH_01632	CDS	462	yehR		COG4808	putative lipoprotein YehR
EKCPCKJH_01633	CDS	2001				hypothetical protein
EKCPCKJH_01634	CDS	1137				hypothetical protein
EKCPCKJH_01635	CDS	2280				hypothetical protein
EKCPCKJH_01636	CDS	1089	yehL		COG0714	putative protein YehL
EKCPCKJH_01637	CDS	354				hypothetical protein
EKCPCKJH_01638	CDS	3633				hypothetical protein
EKCPCKJH_01639	CDS	3750				hypothetical protein
EKCPCKJH_01640	CDS	3798				hypothetical protein
EKCPCKJH_01641	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
EKCPCKJH_01642	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
EKCPCKJH_01643	CDS	282				hypothetical protein
EKCPCKJH_01644	CDS	543	yehD			putative fimbrial-like protein YehD
EKCPCKJH_01645	CDS	675	yehC		COG3121	putative fimbrial chaperone YehC
EKCPCKJH_01646	CDS	2481	yehB_1		COG3188	Outer membrane usher protein YehB
EKCPCKJH_01647	CDS	1035	yehA			putative fimbrial-like protein YehA
EKCPCKJH_01648	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
EKCPCKJH_01649	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
EKCPCKJH_01650	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
EKCPCKJH_01651	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
EKCPCKJH_01652	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
EKCPCKJH_01653	CDS	819				hypothetical protein
EKCPCKJH_01654	CDS	747	nagR		COG2188	HTH-type transcriptional repressor NagR
EKCPCKJH_01655	CDS	966	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
EKCPCKJH_01656	CDS	1005	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
EKCPCKJH_01657	CDS	1278	yegT			Putative nucleoside transporter YegT
EKCPCKJH_01658	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
EKCPCKJH_01659	CDS	855	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
EKCPCKJH_01660	CDS	1263	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
EKCPCKJH_01661	CDS	453	gatA		COG1762	PTS system galactitol-specific EIIA component
EKCPCKJH_01662	CDS	285	gatB	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
EKCPCKJH_01663	CDS	1356	gatC		COG3775	PTS system galactitol-specific EIIC component
EKCPCKJH_01664	CDS	1041	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
EKCPCKJH_01665	CDS	780	srlR_4		COG1349	Glucitol operon repressor
EKCPCKJH_01666	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
EKCPCKJH_01667	CDS	318				hypothetical protein
EKCPCKJH_01668	CDS	1014	xerC_1			Tyrosine recombinase XerC
EKCPCKJH_01669	CDS	300				hypothetical protein
EKCPCKJH_01670	CDS	276				hypothetical protein
EKCPCKJH_01671	CDS	171				hypothetical protein
EKCPCKJH_01672	CDS	501				hypothetical protein
EKCPCKJH_01673	CDS	225				hypothetical protein
EKCPCKJH_01674	CDS	303				hypothetical protein
EKCPCKJH_01675	CDS	225	traR			Protein TraR
EKCPCKJH_01676	CDS	276				hypothetical protein
EKCPCKJH_01677	CDS	2124				hypothetical protein
EKCPCKJH_01678	CDS	1248				hypothetical protein
EKCPCKJH_01679	CDS	1833				hypothetical protein
EKCPCKJH_01680	CDS	1035				hypothetical protein
EKCPCKJH_01681	CDS	1773				hypothetical protein
EKCPCKJH_01682	CDS	855				hypothetical protein
EKCPCKJH_01683	CDS	1074				hypothetical protein
EKCPCKJH_01684	CDS	738				hypothetical protein
EKCPCKJH_01685	CDS	510				hypothetical protein
EKCPCKJH_01686	CDS	204				hypothetical protein
EKCPCKJH_01687	CDS	282				hypothetical protein
EKCPCKJH_01688	CDS	498				hypothetical protein
EKCPCKJH_01689	CDS	426				hypothetical protein
EKCPCKJH_01690	CDS	426				hypothetical protein
EKCPCKJH_01691	CDS	159				hypothetical protein
EKCPCKJH_01692	CDS	468				hypothetical protein
EKCPCKJH_01693	CDS	453				hypothetical protein
EKCPCKJH_01694	CDS	786				hypothetical protein
EKCPCKJH_01695	CDS	636				hypothetical protein
EKCPCKJH_01696	CDS	348				hypothetical protein
EKCPCKJH_01697	CDS	909				hypothetical protein
EKCPCKJH_01698	CDS	531				hypothetical protein
EKCPCKJH_01699	CDS	2319				hypothetical protein
EKCPCKJH_01700	CDS	528				hypothetical protein
EKCPCKJH_01701	CDS	984				hypothetical protein
EKCPCKJH_01702	CDS	1191	gpFI_1			Putative prophage major tail sheath protein
EKCPCKJH_01703	CDS	519				hypothetical protein
EKCPCKJH_01704	CDS	276				hypothetical protein
EKCPCKJH_01705	CDS	2448				hypothetical protein
EKCPCKJH_01706	CDS	480				hypothetical protein
EKCPCKJH_01707	CDS	1164				hypothetical protein
EKCPCKJH_01708	CDS	219				hypothetical protein
EKCPCKJH_01709	CDS	1362	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
EKCPCKJH_01710	CDS	333				hypothetical protein
EKCPCKJH_01711	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
EKCPCKJH_01712	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
EKCPCKJH_01713	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
EKCPCKJH_01714	CDS	3078	mdtC			Multidrug resistance protein MdtC
EKCPCKJH_01715	CDS	3123	mdtB			Multidrug resistance protein MdtB
EKCPCKJH_01716	CDS	1368	mdtA			Multidrug resistance protein MdtA
EKCPCKJH_01717	CDS	147				hypothetical protein
EKCPCKJH_01718	CDS	660				hypothetical protein
EKCPCKJH_01719	CDS	681	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
EKCPCKJH_01720	CDS	1941	yegI	2.7.-.-	COG4248	Protein kinase YegI
EKCPCKJH_01721	CDS	1353	dnaK_1			Chaperone protein DnaK
EKCPCKJH_01722	CDS	858	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
EKCPCKJH_01723	CDS	3318	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
EKCPCKJH_01724	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
EKCPCKJH_01725	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
EKCPCKJH_01726	CDS	1854				hypothetical protein
EKCPCKJH_01727	CDS	1584				hypothetical protein
EKCPCKJH_01728	CDS	1140				hypothetical protein
EKCPCKJH_01729	CDS	444	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
EKCPCKJH_01730	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
EKCPCKJH_01731	CDS	840				hypothetical protein
EKCPCKJH_01732	CDS	489	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
EKCPCKJH_01733	CDS	1218				hypothetical protein
EKCPCKJH_01734	CDS	1218				hypothetical protein
EKCPCKJH_01735	CDS	747				hypothetical protein
EKCPCKJH_01736	CDS	549	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EKCPCKJH_01737	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
EKCPCKJH_01738	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
EKCPCKJH_01739	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
EKCPCKJH_01740	CDS	1224				hypothetical protein
EKCPCKJH_01741	CDS	1437	manC1_1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
EKCPCKJH_01742	CDS	1371	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
EKCPCKJH_01743	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
EKCPCKJH_01744	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
EKCPCKJH_01745	CDS	1281				hypothetical protein
EKCPCKJH_01746	CDS	1221	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EKCPCKJH_01747	CDS	1395				hypothetical protein
EKCPCKJH_01748	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
EKCPCKJH_01749	CDS	1077	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
EKCPCKJH_01750	CDS	864	rffH_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
EKCPCKJH_01751	CDS	552	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
EKCPCKJH_01752	CDS	834				hypothetical protein
EKCPCKJH_01753	CDS	1338				hypothetical protein
EKCPCKJH_01754	CDS	1125				hypothetical protein
EKCPCKJH_01755	CDS	1137				hypothetical protein
EKCPCKJH_01756	CDS	1077	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
EKCPCKJH_01757	CDS	816	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EKCPCKJH_01758	CDS	549	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EKCPCKJH_01759	CDS	969				hypothetical protein
EKCPCKJH_01760	CDS	1431	manC1_2	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
EKCPCKJH_01761	CDS	1365	algC_2	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
EKCPCKJH_01762	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
EKCPCKJH_01763	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
EKCPCKJH_01764	CDS	978	wzzB		COG3765	Chain length determinant protein
EKCPCKJH_01765	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
EKCPCKJH_01766	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
EKCPCKJH_01767	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
EKCPCKJH_01768	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
EKCPCKJH_01769	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
EKCPCKJH_01770	CDS	1071	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
EKCPCKJH_01771	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
EKCPCKJH_01772	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
EKCPCKJH_01773	CDS	252	yefM		COG2161	Antitoxin YefM
EKCPCKJH_01774	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
EKCPCKJH_01775	CDS	825	yeeZ		COG0451	Protein YeeZ
EKCPCKJH_01776	CDS	930	yhaJ_2			HTH-type transcriptional regulator YhaJ
EKCPCKJH_01777	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
EKCPCKJH_01778	CDS	1005				hypothetical protein
EKCPCKJH_01779	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
EKCPCKJH_01780	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
EKCPCKJH_01781	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
EKCPCKJH_01782	CDS	474	sbmC_2		COG3449	DNA gyrase inhibitor
EKCPCKJH_01783	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
EKCPCKJH_01784	CDS	330				hypothetical protein
EKCPCKJH_01785	CDS	444	pduV_2		COG4917	Propanediol utilization protein PduV
